iter	Passed	Remaining
535	1359	7515
536	1361	7513
537	1364	7511
538	1366	7506
539	1368	7501
540	1370	7498
541	1373	7497
542	1376	7497
543	1379	7493
544	1381	7489
545	1383	7486
546	1386	7484
547	1388	7480
548	1391	7480
549	1394	7478
550	1396	7475
551	1400	7480
552	1403	7477
553	1405	7474
554	1408	7472
555	1410	7468
556	1413	7469
557	1415	7465
558	1418	7462
559	1421	7461
560	1423	7458
561	1426	7458
562	1428	7453
563	1431	7452
564	1434	7450
565	1437	7450
566	1440	7449
567	1442	7445
568	1445	7444
569	1447	7440
570	1450	7438
571	1453	7438
572	1455	7434
573	1458	7433
574	1460	7430
575	1462	7426
576	1465	7423
577	1467	7420
578	1470	7417
579	1472	7415
580	1475	7412
581	1477	7409
582	1479	7404
583	1482	7401
584	1484	7396
585	1487	7395
586	1489	7393
587	1492	7392
588	1495	7389
589	1498	7390
590	1500	7385
591	1502	7382
592	1505	7378
593	1507	7375
594	1509	7371
595	1512	7370
596	1515	7367
597	1517	7365
598	1519	7361
599	1522	7357
600	1524	7355
601	1527	7352
602	1529	7349
603	1532	7345
604	1534	7343
605	1536	7339
606	1539	7335
607	1542	7336
608	1545	7334
609	1547	7330
610	1549	7328
611	1552	7326
612	1555	7323
613	1558	7323
614	1560	7320
615	1562	7315
616	1565	7313
617	1567	7310
618	1570	7308
619	1572	7304
620	1575	7303
621	1578	7303
622	1580	7300
623	1583	7298
624	1586	7296
625	1588	7293
626	1591	7290
627	1593	7286
628	1595	7283
629	1598	7282
630	1601	7279
631	1603	7276
632	1605	7272
633	1608	7270
634	1610	7268
635	1613	7265
636	1616	7263
637	1618	7259
638	1620	7256
639	1623	7255
640	1626	7252
641	1628	7248
642	1631	7247
643	1633	7245
644	1636	7242
645	1638	7240
646	1641	7238
647	1644	7235
648	1646	7232
649	1648	7229
650	1651	7227
651	1653	7224
652	1655	7219
653	1658	7215
654	1660	7213
655	1664	7216
656	1667	7214
657	1669	7211
658	1671	7206
659	1673	7202
660	1676	7200
661	1678	7196
662	1681	7195
663	1683	7191
664	1686	7190
665	1689	7188
666	1691	7185
667	1694	7183
668	1697	7181
669	1699	7180
670	1702	7178
671	1704	7175
672	1707	7171
673	1709	7167
674	1711	7164
675	1714	7161
676	1716	7157
677	1719	7155
678	1721	7151
679	1723	7148
680	1726	7146
681	1729	7144
682	1731	7140
683	1733	7137
684	1736	7134
685	1738	7131
686	1740	7128
687	1743	7124
688	1745	7121
689	1747	7117
690	1750	7114
691	1752	7111
692	1755	7108
693	1757	7105
694	1759	7103
695	1762	7098
696	1764	7097
697	1767	7096
698	1770	7093
699	1772	7091
700	1775	7087
701	1777	7084
702	1780	7082
703	1782	7079
704	1785	7076
705	1787	7072
706	1789	7070
707	1792	7068
708	1794	7065
709	1797	7062
710	1799	7060
711	1802	7056
712	1804	7054
713	1807	7052
714	1810	7050
715	1813	7049
716	1815	7046
717	1817	7042
718	1820	7039
719	1822	7038
720	1825	7035
721	1827	7031
722	1830	7030
723	1833	7028
724	1835	7024
725	1838	7023
726	1840	7020
727	1843	7018
728	1845	7016
729	1848	7013
730	1850	7010
731	1853	7009
732	1856	7006
733	1858	7004
734	1860	7000
735	1863	6998
736	1866	6996
737	1868	6993
738	1871	6992
739	1874	6989
740	1876	6988
741	1879	6985
742	1881	6982
743	1884	6981
744	1887	6979
745	1889	6976
746	1892	6974
747	1895	6972
748	1898	6971
749	1900	6968
750	1902	6965
751	1905	6962
752	1907	6959
753	1910	6957
754	1912	6954
755	1915	6951
756	1917	6947
757	1920	6945
758	1922	6943
759	1925	6941
760	1927	6938
761	1930	6936
762	1932	6933
763	1935	6932
764	1938	6931
765	1941	6928
766	1943	6926
767	1946	6923
768	1948	6921
769	1951	6920
770	1954	6917
771	1956	6914
772	1958	6910
773	1961	6908
774	1964	6906
775	1966	6903
776	1969	6901
777	1971	6898
778	1974	6896
779	1977	6895
780	1979	6892
781	1981	6888
782	1984	6885
783	1987	6884
784	1990	6882
785	1992	6878
786	1994	6876
787	1997	6873
788	1999	6871
789	2002	6869
790	2005	6867
791	2007	6865
792	2010	6864
793	2013	6862
794	2016	6860
795	2018	6857
796	2021	6854
797	2023	6852
798	2026	6849
799	2028	6847
800	2030	6843
801	2033	6840
802	2035	6837
803	2037	6833
804	2040	6832
805	2043	6830
806	2046	6827
807	2048	6825
808	2050	6822
809	2053	6818
810	2055	6815
811	2058	6813
812	2060	6810
813	2063	6808
814	2065	6806
815	2068	6803
816	2070	6800
817	2073	6797
818	2075	6794
819	2078	6793
820	2081	6791
821	2083	6788
822	2086	6785
823	2088	6782
824	2090	6778
825	2093	6777
826	2096	6775
827	2098	6772
828	2101	6770
829	2103	6766
830	2106	6765
831	2108	6760
832	2110	6757
833	2113	6754
834	2115	6750
835	2117	6748
836	2120	6745
837	2122	6742
838	2124	6738
839	2127	6736
840	2129	6734
841	2132	6731
842	2134	6728
843	2138	6728
844	2140	6726
845	2143	6722
846	2145	6720
847	2147	6717
848	2150	6714
849	2152	6711
850	2155	6709
851	2158	6708
852	2160	6705
853	2163	6703
854	2165	6700
855	2167	6696
856	2170	6693
857	2172	6690
858	2175	6687
859	2177	6683
860	2179	6681
861	2182	6678
862	2185	6678
863	2188	6676
864	2190	6673
865	2192	6669
866	2195	6667
867	2198	6665
868	2200	6662
869	2202	6659
870	2205	6656
871	2207	6653
872	2210	6650
873	2212	6647
874	2214	6644
875	2216	6640
876	2219	6637
877	2221	6635
878	2224	6632
879	2227	6630
880	2229	6629
881	2232	6627
882	2235	6624
883	2237	6621
884	2240	6619
885	2243	6618
886	2245	6614
887	2247	6611
888	2249	6608
889	2252	6605
890	2255	6603
891	2258	6602
892	2260	6599
893	2263	6598
894	2266	6595
895	2268	6594
896	2271	6591
897	2274	6589
898	2276	6587
899	2279	6585
900	2282	6582
901	2284	6579
902	2286	6576
903	2289	6575
904	2292	6572
905	2294	6569
906	2296	6566
907	2299	6563
908	2302	6562
909	2305	6560
910	2306	6556
911	2309	6554
912	2311	6550
913	2314	6548
914	2317	6546
915	2319	6543
916	2321	6540
917	2324	6537
918	2326	6535
919	2329	6532
920	2332	6530
921	2334	6528
922	2337	6525
923	2339	6523
924	2342	6521
925	2345	6519
926	2348	6517
927	2350	6515
928	2354	6515
929	2356	6511
930	2359	6509
931	2361	6506
932	2363	6503
933	2365	6500
934	2368	6497
935	2371	6495
936	2373	6492
937	2375	6488
938	2377	6485
939	2380	6482
940	2383	6481
941	2385	6478
942	2388	6475
943	2390	6472
944	2393	6471
945	2395	6468
946	2398	6466
947	2401	6464
948	2404	6462
949	2406	6459
950	2408	6456
951	2411	6454
952	2414	6452
953	2416	6449
954	2419	6447
955	2421	6444
956	2425	6444
957	2428	6442
958	2430	6439
959	2432	6437
960	2435	6434
961	2437	6431
962	2439	6428
963	2442	6424
964	2444	6422
965	2447	6418
966	2449	6416
967	2452	6414
968	2454	6412
969	2458	6412
970	2460	6409
971	2463	6406
972	2465	6404
973	2468	6401
974	2471	6400
975	2474	6398
976	2477	6396
977	2479	6394
978	2482	6391
979	2484	6389
980	2487	6387
981	2489	6384
982	2492	6381
983	2494	6378
984	2497	6376
985	2499	6374
986	2502	6372
987	2505	6369
988	2507	6366
989	2510	6364
990	2512	6360
991	2514	6358
992	2517	6355
993	2519	6352
994	2522	6350
995	2525	6348
996	2527	6345
997	2529	6342
998	2532	6340
999	2534	6337
1000	2537	6335
1001	2540	6332
1002	2542	6328
1003	2544	6325
1004	2546	6322
1005	2549	6319
1006	2551	6316
1007	2553	6312
1008	2556	6310
1009	2558	6307
1010	2560	6304
1011	2563	6301
1012	2565	6299
1013	2568	6296
1014	2570	6293
1015	2572	6290
1016	2575	6287
1017	2578	6285
1018	2580	6283
1019	2583	6280
1020	2585	6278
1021	2588	6276
1022	2591	6274
1023	2593	6270
1024	2595	6268
1025	2598	6266
1026	2600	6263
1027	2603	6261
1028	2606	6258
1029	2609	6257
1030	2611	6254
1031	2614	6252
1032	2616	6249
1033	2619	6246
1034	2621	6243
1035	2623	6240
1036	2626	6237
1037	2628	6235
1038	2631	6232
1039	2634	6230
1040	2636	6227
1041	2638	6225
1042	2641	6222
1043	2643	6219
1044	2646	6216
1045	2648	6213
1046	2650	6210
1047	2653	6207
1048	2656	6205
1049	2658	6203
1050	2660	6200
1051	2663	6197
1052	2665	6194
1053	2667	6191
1054	2670	6189
1055	2673	6187
1056	2675	6184
1057	2678	6181
1058	2680	6179
1059	2683	6176
1060	2685	6172
1061	2687	6170
1062	2690	6167
1063	2692	6165
1064	2696	6165
1065	2698	6162
1066	2701	6160
1067	2703	6157
1068	2705	6153
1069	2708	6151
1070	2711	6149
1071	2713	6146
1072	2716	6143
1073	2718	6141
1074	2721	6138
1075	2723	6135
1076	2725	6132
1077	2728	6129
1078	2730	6127
1079	2733	6124
1080	2735	6121
1081	2737	6118
1082	2740	6115
1083	2742	6113
1084	2745	6111
1085	2748	6108
1086	2750	6105
1087	2752	6102
1088	2755	6099
1089	2757	6096
1090	2760	6095
1091	2762	6092
1092	2765	6090
1093	2767	6087
1094	2769	6083
1095	2771	6080
1096	2774	6077
1097	2776	6074
1098	2779	6072
1099	2782	6069
1100	2784	6067
1101	2787	6065
1102	2790	6063
1103	2792	6059
1104	2794	6056
1105	2796	6053
1106	2799	6052
1107	2801	6048
1108	2804	6046
1109	2807	6044
1110	2809	6042
1111	2812	6039
1112	2814	6036
1113	2817	6034
1114	2819	6031
1115	2822	6029
1116	2824	6026
1117	2827	6023
1118	2830	6021
1119	2832	6019
1120	2835	6016
1121	2837	6013
1122	2839	6010
1123	2841	6006
1124	2844	6004
1125	2846	6002
1126	2849	5999
1127	2852	5998
1128	2855	5995
1129	2857	5993
1130	2860	5991
1131	2862	5987
1132	2865	5985
1133	2867	5983
1134	2870	5980
1135	2872	5978
1136	2875	5976
1137	2878	5973
1138	2880	5970
1139	2882	5967
1140	2885	5965
1141	2887	5962
1142	2890	5959
1143	2892	5957
1144	2895	5954
1145	2897	5951
1146	2900	5949
1147	2902	5947
1148	2905	5945
1149	2908	5942
1150	2910	5940
1151	2912	5937
1152	2915	5933
1153	2917	5930
1154	2919	5928
1155	2922	5925
1156	2925	5923
1157	2927	5920
1158	2930	5918
1159	2932	5915
1160	2934	5912
1161	2937	5910
1162	2939	5907
1163	2942	5904
1164	2944	5902
1165	2946	5899
1166	2949	5895
1167	2951	5893
1168	2953	5890
1169	2956	5888
1170	2959	5885
1171	2961	5883
1172	2964	5880
1173	2966	5878
1174	2969	5876
1175	2972	5873
1176	2975	5871
1177	2977	5868
1178	2979	5866
1179	2982	5863
1180	2984	5860
1181	2987	5857
1182	2989	5855
1183	2991	5852
1184	2994	5849
1185	2996	5846
1186	2998	5843
1187	3001	5840
1188	3004	5839
1189	3006	5837
1190	3010	5835
1191	3012	5832
1192	3015	5830
1193	3017	5827
1194	3020	5826
1195	3022	5823
1196	3025	5821
1197	3027	5817
1198	3030	5815
1199	3033	5813
1200	3035	5811
1201	3038	5808
1202	3041	5806
1203	3043	5804
1204	3047	5803
1205	3050	5801
1206	3052	5799
1207	3055	5797
1208	3057	5794
1209	3060	5791
1210	3062	5788
1211	3065	5786
1212	3067	5783
1213	3069	5780
1214	3071	5776
1215	3074	5774
1216	3076	5771
1217	3079	5769
1218	3081	5766
1219	3084	5764
1220	3087	5762
1221	3089	5759
1222	3092	5756
1223	3094	5754
1224	3097	5751
1225	3100	5750
1226	3103	5748
1227	3106	5747
1228	3108	5744
1229	3111	5741
1230	3113	5738
1231	3116	5737
1232	3119	5735
1233	3121	5732
1234	3124	5729
1235	3126	5727
1236	3128	5723
1237	3131	5721
1238	3133	5719
1239	3136	5716
1240	3139	5714
1241	3141	5711
1242	3144	5708
1243	3146	5706
1244	3148	5703
1245	3151	5701
1246	3154	5699
1247	3157	5697
1248	3159	5693
1249	3162	5691
1250	3164	5688
1251	3166	5685
1252	3168	5681
1253	3170	5677
1254	3171	5673
1255	3173	5669
1256	3174	5664
1257	3176	5660
1258	3178	5657
1259	3181	5655
1260	3183	5652
1261	3185	5649
1262	3188	5646
1263	3190	5643
1264	3193	5641
1265	3195	5639
1266	3198	5637
1267	3200	5634
1268	3203	5631
1269	3205	5629
1270	3208	5626
1271	3210	5624
1272	3213	5621
1273	3215	5618
1274	3218	5615
1275	3220	5612
1276	3222	5609
1277	3224	5607
1278	3227	5604
1279	3230	5603
1280	3234	5602
1281	3236	5599
1282	3239	5597
1283	3241	5594
1284	3244	5591
1285	3246	5588
1286	3249	5587
1287	3252	5585
1288	3254	5582
1289	3257	5580
1290	3259	5577
1291	3261	5574
1292	3264	5571
1293	3266	5568
1294	3269	5566
1295	3271	5564
1296	3274	5562
1297	3276	5558
1298	3279	5556
1299	3281	5553
1300	3284	5551
1301	3286	5548
1302	3289	5545
1303	3291	5543
1304	3294	5540
1305	3296	5538
1306	3299	5536
1307	3301	5532
1308	3304	5530
1309	3306	5528
1310	3309	5526
1311	3312	5523
1312	3315	5521
1313	3318	5519
1314	3320	5517
1315	3323	5515
1316	3326	5513
1317	3329	5511
1318	3331	5509
1319	3335	5507
1320	3337	5505
1321	3340	5502
1322	3342	5500
1323	3345	5498
1324	3348	5496
1325	3350	5493
1326	3353	5490
1327	3355	5487
1328	3357	5485
1329	3360	5482
1330	3363	5480
1331	3365	5478
1332	3368	5475
1333	3370	5473
1334	3373	5470
1335	3376	5468
1336	3378	5466
1337	3381	5463
1338	3383	5461
1339	3386	5458
1340	3388	5456
1341	3391	5453
1342	3393	5450
1343	3396	5447
1344	3398	5445
1345	3400	5442
1346	3403	5439
1347	3405	5436
1348	3407	5434
1349	3410	5431
1350	3413	5429
1351	3416	5427
1352	3419	5425
1353	3421	5423
1354	3424	5421
1355	3426	5418
1356	3429	5416
1357	3432	5413
1358	3434	5410
1359	3436	5407
1360	3439	5405
1361	3441	5402
1362	3444	5400
1363	3446	5397
1364	3449	5394
1365	3451	5392
1366	3454	5390
1367	3456	5387
1368	3458	5384
1369	3461	5381
1370	3463	5378
1371	3466	5376
1372	3469	5374
1373	3471	5371
1374	3474	5369
1375	3476	5366
1376	3479	5364
1377	3481	5361
1378	3484	5359
1379	3487	5357
1380	3489	5354
1381	3492	5351
1382	3494	5349
1383	3497	5347
1384	3500	5344
1385	3502	5342
1386	3505	5339
1387	3507	5337
1388	3509	5334
1389	3512	5331
1390	3514	5329
1391	3517	5326
1392	3520	5324
1393	3522	5321
1394	3525	5319
1395	3527	5316
1396	3530	5314
1397	3532	5311
1398	3535	5308
1399	3537	5306
1400	3540	5303
1401	3542	5300
1402	3545	5298
1403	3547	5296
1404	3550	5293
1405	3552	5290
1406	3555	5288
1407	3557	5285
1408	3560	5283
1409	3563	5281
1410	3565	5279
1411	3568	5276
1412	3571	5274
1413	3573	5271
1414	3575	5269
1415	3578	5266
1416	3580	5263
1417	3583	5261
1418	3586	5259
1419	3588	5256
1420	3591	5254
1421	3593	5251
1422	3596	5249
1423	3598	5246
1424	3601	5244
1425	3603	5241
1426	3606	5238
1427	3608	5235
1428	3610	5232
1429	3612	5229
1430	3615	5227
1431	3618	5225
1432	3620	5222
1433	3623	5220
1434	3625	5217
1435	3628	5214
1436	3630	5211
1437	3632	5208
1438	3634	5206
1439	3637	5203
1440	3640	5201
1441	3642	5198
1442	3644	5195
1443	3647	5192
1444	3649	5190
1445	3652	5187
1446	3654	5185
1447	3657	5183
1448	3660	5181
1449	3663	5179
1450	3665	5176
1451	3668	5173
1452	3670	5170
1453	3673	5168
1454	3675	5165
1455	3677	5162
1456	3679	5159
1457	3681	5156
1458	3684	5154
1459	3686	5151
1460	3689	5148
1461	3691	5146
1462	3694	5143
1463	3696	5141
1464	3699	5138
1465	3702	5136
1466	3704	5133
1467	3706	5130
1468	3709	5128
1469	3711	5125
1470	3714	5123
1471	3716	5120
1472	3718	5117
1473	3721	5115
1474	3724	5112
1475	3726	5110
1476	3729	5107
1477	3730	5104
1478	3733	5101
1479	3735	5098
1480	3738	5096
1481	3740	5093
1482	3743	5090
1483	3745	5088
1484	3747	5085
1485	3749	5082
1486	3752	5079
1487	3754	5077
1488	3757	5074
1489	3759	5071
1490	3762	5069
1491	3764	5066
1492	3767	5063
1493	3769	5061
1494	3772	5059
1495	3774	5056
1496	3777	5054
1497	3779	5051
1498	3782	5049
1499	3784	5046
1500	3787	5043
1501	3789	5041
1502	3792	5038
1503	3794	5036
1504	3797	5033
1505	3799	5030
1506	3802	5028
1507	3804	5026
1508	3808	5024
1509	3810	5021
1510	3813	5019
1511	3815	5016
1512	3818	5014
1513	3820	5011
1514	3823	5009
1515	3825	5006
1516	3828	5004
1517	3830	5001
1518	3833	4998
1519	3835	4996
1520	3838	4994
1521	3840	4991
1522	3842	4988
1523	3845	4985
1524	3847	4982
1525	3850	4980
1526	3852	4978
1527	3855	4975
1528	3858	4973
1529	3861	4971
1530	3864	4969
1531	3866	4967
1532	3868	4964
1533	3871	4961
1534	3874	4960
1535	3876	4957
1536	3879	4954
1537	3881	4951
1538	3884	4949
1539	3886	4946
1540	3889	4944
1541	3891	4940
1542	3893	4938
1543	3895	4935
1544	3898	4933
1545	3900	4930
1546	3903	4927
1547	3905	4924
1548	3907	4921
1549	3909	4918
1550	3912	4916
1551	3915	4914
1552	3918	4912
1553	3920	4909
1554	3923	4906
1555	3925	4904
1556	3928	4902
1557	3930	4899
1558	3933	4897
1559	3935	4894
1560	3938	4892
1561	3940	4889
1562	3943	4886
1563	3945	4883
1564	3947	4880
1565	3950	4878
1566	3952	4875
1567	3955	4873
1568	3957	4870
1569	3959	4867
1570	3962	4865
1571	3965	4862
1572	3968	4861
1573	3970	4858
1574	3972	4855
1575	3974	4852
1576	3977	4850
1577	3980	4847
1578	3982	4845
1579	3984	4842
1580	3987	4839
1581	3989	4837
1582	3992	4834
1583	3994	4832
1584	3997	4829
1585	4000	4827
1586	4002	4824
1587	4005	4822
1588	4008	4820
1589	4010	4818
1590	4013	4815
1591	4015	4812
1592	4018	4810
1593	4020	4807
1594	4023	4805
1595	4025	4802
1596	4028	4800
1597	4030	4797
1598	4033	4795
1599	4035	4792
1600	4038	4789
1601	4040	4787
1602	4043	4784
1603	4045	4782
1604	4048	4779
1605	4050	4776
1606	4052	4774
1607	4055	4772
1608	4058	4769
1609	4060	4767
1610	4063	4764
1611	4066	4762
1612	4068	4759
1613	4071	4757
1614	4073	4754
1615	4076	4752
1616	4078	4749
1617	4080	4746
1618	4083	4744
1619	4086	4741
1620	4088	4738
1621	4090	4736
1622	4092	4733
1623	4095	4731
1624	4098	4728
1625	4100	4725
1626	4102	4723
1627	4105	4720
1628	4107	4717
1629	4110	4715
1630	4112	4712
1631	4114	4709
1632	4117	4707
1633	4120	4705
1634	4122	4702
1635	4125	4700
1636	4127	4697
1637	4130	4694
1638	4132	4692
1639	4135	4690
1640	4138	4687
1641	4140	4685
1642	4142	4682
1643	4145	4680
1644	4147	4676
1645	4149	4673
1646	4152	4671
1647	4154	4669
1648	4157	4666
1649	4159	4663
1650	4161	4661
1651	4164	4658
1652	4166	4655
1653	4169	4653
1654	4171	4650
1655	4174	4648
1656	4177	4646
1657	4179	4643
1658	4181	4640
1659	4184	4637
1660	4186	4635
1661	4188	4632
1662	4191	4630
1663	4194	4627
1664	4196	4625
1665	4199	4622
1666	4201	4620
1667	4204	4617
1668	4206	4615
1669	4209	4612
1670	4212	4610
1671	4214	4607
1672	4216	4605
1673	4219	4602
1674	4222	4600
1675	4224	4597
1676	4227	4595
1677	4229	4592
1678	4231	4589
1679	4234	4586
1680	4236	4584
1681	4239	4582
1682	4242	4579
1683	4244	4577
1684	4246	4574
1685	4249	4571
1686	4251	4569
1687	4254	4566
1688	4256	4564
1689	4259	4561
1690	4261	4559
1691	4264	4556
1692	4267	4554
1693	4270	4552
1694	4272	4550
1695	4275	4547
1696	4278	4545
1697	4280	4542
1698	4283	4540
1699	4285	4537
1700	4287	4534
1701	4290	4532
1702	4293	4530
1703	4295	4527
1704	4297	4524
1705	4300	4521
1706	4302	4519
