iter	Passed	Remaining
1707	4305	4516
1708	4307	4514
1709	4309	4511
1710	4311	4508
1711	4314	4505
1712	4316	4502
1713	4319	4500
1714	4321	4497
1715	4324	4495
1716	4326	4493
1717	4329	4490
1718	4331	4488
1719	4334	4485
1720	4336	4482
1721	4338	4479
1722	4341	4478
1723	4344	4475
1724	4346	4472
1725	4349	4470
1726	4352	4468
1727	4354	4465
1728	4356	4462
1729	4359	4460
1730	4361	4457
1731	4364	4455
1732	4366	4452
1733	4369	4450
1734	4371	4447
1735	4374	4444
1736	4376	4441
1737	4379	4439
1738	4382	4437
1739	4384	4435
1740	4387	4432
1741	4389	4430
1742	4392	4427
1743	4395	4425
1744	4397	4422
1745	4399	4419
1746	4402	4417
1747	4404	4414
1748	4406	4411
1749	4409	4409
1750	4411	4406
1751	4414	4404
1752	4416	4401
1753	4419	4399
1754	4421	4396
1755	4424	4393
1756	4426	4391
1757	4429	4388
1758	4431	4386
1759	4434	4383
1760	4436	4381
1761	4438	4378
1762	4441	4375
1763	4443	4373
1764	4446	4370
1765	4448	4367
1766	4450	4364
1767	4452	4362
1768	4455	4359
1769	4457	4357
1770	4460	4354
1771	4464	4353
1772	4466	4350
1773	4469	4348
1774	4471	4345
1775	4474	4343
1776	4477	4341
1777	4479	4338
1778	4482	4336
1779	4484	4333
1780	4487	4331
1781	4489	4328
1782	4492	4325
1783	4494	4323
1784	4496	4320
1785	4499	4317
1786	4501	4315
1787	4504	4312
1788	4506	4310
1789	4509	4307
1790	4511	4305
1791	4514	4303
1792	4517	4300
1793	4519	4297
1794	4521	4294
1795	4523	4291
1796	4526	4289
1797	4529	4287
1798	4531	4284
1799	4533	4281
1800	4536	4279
1801	4539	4277
1802	4541	4274
1803	4544	4272
1804	4547	4269
1805	4550	4268
1806	4553	4265
1807	4555	4263
1808	4559	4262
1809	4562	4259
1810	4564	4257
1811	4567	4254
1812	4570	4252
1813	4573	4250
1814	4575	4247
1815	4577	4245
1816	4580	4242
1817	4583	4240
1818	4585	4237
1819	4588	4235
1820	4591	4233
1821	4594	4230
1822	4596	4228
1823	4599	4225
1824	4601	4223
1825	4604	4221
1826	4607	4218
1827	4609	4216
1828	4612	4214
1829	4615	4211
1830	4617	4209
1831	4620	4206
1832	4622	4203
1833	4624	4200
1834	4627	4198
1835	4629	4195
1836	4632	4193
1837	4634	4191
1838	4637	4188
1839	4640	4186
1840	4642	4183
1841	4645	4181
1842	4647	4178
1843	4650	4176
1844	4652	4173
1845	4654	4170
1846	4656	4167
1847	4659	4165
1848	4661	4162
1849	4664	4159
1850	4666	4157
1851	4669	4154
1852	4671	4152
1853	4674	4149
1854	4676	4147
1855	4679	4145
1856	4682	4142
1857	4685	4140
1858	4687	4137
1859	4689	4135
1860	4692	4132
1861	4695	4130
1862	4697	4127
1863	4700	4125
1864	4702	4122
1865	4705	4120
1866	4707	4117
1867	4710	4115
1868	4713	4112
1869	4715	4110
1870	4717	4107
1871	4720	4105
1872	4723	4103
1873	4726	4100
1874	4728	4098
1875	4731	4096
1876	4734	4093
1877	4736	4091
1878	4739	4088
1879	4741	4085
1880	4744	4083
1881	4747	4081
1882	4749	4078
1883	4752	4076
1884	4754	4073
1885	4756	4070
1886	4759	4068
1887	4762	4066
1888	4764	4063
1889	4767	4061
1890	4769	4058
1891	4772	4055
1892	4775	4053
1893	4777	4051
1894	4780	4048
1895	4782	4046
1896	4784	4043
1897	4787	4040
1898	4790	4038
1899	4792	4035
1900	4795	4033
1901	4797	4030
1902	4800	4028
1903	4802	4026
1904	4805	4023
1905	4807	4020
1906	4810	4018
1907	4813	4016
1908	4815	4013
1909	4818	4010
1910	4820	4007
1911	4822	4005
1912	4824	4002
1913	4826	3999
1914	4829	3997
1915	4831	3994
1916	4834	3992
1917	4837	3989
1918	4839	3987
1919	4842	3984
1920	4844	3982
1921	4846	3979
1922	4849	3976
1923	4851	3974
1924	4854	3971
1925	4856	3969
1926	4859	3966
1927	4862	3964
1928	4864	3961
1929	4867	3959
1930	4869	3956
1931	4872	3954
1932	4874	3951
1933	4877	3949
1934	4880	3947
1935	4882	3944
1936	4885	3942
1937	4887	3939
1938	4890	3936
1939	4895	3936
1940	4897	3933
1941	4900	3931
1942	4903	3929
1943	4906	3927
1944	4908	3924
1945	4911	3921
1946	4913	3919
1947	4916	3916
1948	4918	3914
1949	4921	3911
1950	4923	3909
1951	4926	3906
1952	4929	3904
1953	4932	3902
1954	4934	3899
1955	4937	3897
1956	4939	3894
1957	4942	3892
1958	4944	3889
1959	4947	3887
1960	4949	3884
1961	4952	3881
1962	4954	3879
1963	4957	3876
1964	4959	3874
1965	4961	3871
1966	4964	3869
1967	4966	3866
1968	4969	3864
1969	4971	3861
1970	4974	3858
1971	4977	3856
1972	4979	3854
1973	4982	3851
1974	4985	3849
1975	4987	3846
1976	4989	3843
1977	4991	3841
1978	4993	3838
1979	4996	3835
1980	5004	3837
1981	5006	3834
1982	5009	3832
1983	5011	3829
1984	5014	3826
1985	5016	3824
1986	5018	3821
1987	5021	3819
1988	5024	3817
1989	5027	3814
1990	5029	3812
1991	5042	3816
1992	5044	3814
1993	5046	3811
1994	5049	3809
1995	5051	3806
1996	5053	3803
1997	5055	3800
1998	5057	3797
1999	5060	3795
2000	5063	3793
2001	5065	3790
2002	5068	3787
2003	5070	3785
2004	5072	3782
2005	5075	3780
2006	5078	3777
2007	5081	3776
2008	5084	3773
2009	5087	3771
2010	5089	3768
2011	5091	3765
2012	5094	3762
2013	5096	3760
2014	5099	3757
2015	5101	3755
2016	5103	3752
2017	5106	3750
2018	5108	3747
2019	5111	3744
2020	5113	3742
2021	5116	3739
2022	5118	3737
2023	5121	3734
2024	5123	3732
2025	5126	3729
2026	5128	3726
2027	5130	3724
2028	5133	3721
2029	5135	3719
2030	5138	3716
2031	5140	3714
2032	5143	3711
2033	5146	3709
2034	5148	3706
2035	5150	3703
2036	5153	3701
2037	5155	3698
2038	5158	3695
2039	5160	3693
2040	5163	3690
2041	5165	3688
2042	5168	3685
2043	5170	3683
2044	5173	3680
2045	5176	3678
2046	5178	3675
2047	5181	3673
2048	5183	3670
2049	5186	3668
2050	5188	3665
2051	5191	3663
2052	5193	3660
2053	5196	3658
2054	5199	3655
2055	5201	3653
2056	5204	3650
2057	5206	3648
2058	5209	3645
2059	5211	3643
2060	5214	3640
2061	5216	3638
2062	5219	3635
2063	5221	3633
2064	5224	3630
2065	5226	3627
2066	5228	3624
2067	5230	3622
2068	5233	3619
2069	5236	3617
2070	5239	3615
2071	5242	3612
2072	5244	3610
2073	5247	3607
2074	5249	3604
2075	5251	3602
2076	5254	3599
2077	5256	3597
2078	5258	3594
2079	5261	3592
2080	5263	3589
2081	5266	3586
2082	5269	3584
2083	5271	3581
2084	5274	3579
2085	5276	3576
2086	5278	3574
2087	5281	3571
2088	5284	3569
2089	5286	3566
2090	5288	3563
2091	5291	3561
2092	5294	3558
2093	5296	3556
2094	5299	3554
2095	5302	3551
2096	5304	3548
2097	5306	3546
2098	5309	3543
2099	5311	3541
2100	5314	3538
2101	5316	3535
2102	5318	3533
2103	5321	3530
2104	5324	3528
2105	5326	3525
2106	5329	3523
2107	5331	3520
2108	5333	3517
2109	5335	3515
2110	5338	3512
2111	5340	3509
2112	5343	3507
2113	5345	3504
2114	5347	3501
2115	5350	3499
2116	5352	3496
2117	5354	3494
2118	5356	3491
2119	5359	3488
2120	5361	3486
2121	5364	3483
2122	5367	3481
2123	5369	3478
2124	5372	3476
2125	5374	3473
2126	5376	3470
2127	5379	3468
2128	5381	3465
2129	5383	3462
2130	5386	3460
2131	5388	3457
2132	5391	3455
2133	5393	3452
2134	5395	3449
2135	5398	3447
2136	5400	3444
2137	5402	3441
2138	5405	3439
2139	5407	3436
2140	5410	3434
2141	5412	3431
2142	5415	3428
2143	5417	3426
2144	5419	3423
2145	5421	3420
2146	5423	3417
2147	5426	3415
2148	5428	3413
2149	5431	3410
2150	5433	3407
2151	5435	3405
2152	5438	3402
2153	5441	3400
2154	5443	3397
2155	5445	3394
2156	5448	3392
2157	5450	3389
2158	5453	3387
2159	5456	3384
2160	5458	3382
2161	5460	3379
2162	5463	3377
2163	5466	3374
2164	5469	3372
2165	5471	3369
2166	5473	3366
2167	5475	3364
2168	5478	3361
2169	5480	3359
2170	5483	3356
2171	5486	3354
2172	5488	3351
2173	5491	3349
2174	5493	3346
2175	5496	3344
2176	5499	3341
2177	5501	3339
2178	5503	3336
2179	5506	3334
2180	5509	3331
2181	5511	3329
2182	5514	3326
2183	5516	3324
2184	5519	3321
2185	5521	3319
2186	5524	3316
2187	5526	3313
2188	5528	3311
2189	5531	3308
2190	5534	3306
2191	5536	3303
2192	5539	3301
2193	5541	3298
2194	5544	3296
2195	5546	3293
2196	5549	3291
2197	5551	3288
2198	5554	3285
2199	5556	3283
2200	5558	3280
2201	5561	3278
2202	5563	3275
2203	5566	3273
2204	5568	3270
2205	5571	3268
2206	5574	3265
2207	5576	3263
2208	5579	3260
2209	5581	3258
2210	5584	3255
2211	5586	3252
2212	5588	3250
2213	5591	3247
2214	5593	3245
2215	5595	3242
2216	5597	3239
2217	5601	3237
2218	5604	3235
2219	5606	3232
2220	5609	3230
2221	5611	3227
2222	5614	3225
2223	5616	3222
2224	5619	3220
2225	5621	3217
2226	5623	3214
2227	5625	3211
2228	5628	3209
2229	5630	3206
2230	5633	3204
2231	5636	3202
2232	5639	3199
2233	5641	3196
2234	5643	3194
2235	5645	3191
2236	5648	3189
2237	5651	3186
2238	5654	3184
2239	5656	3181
2240	5658	3179
2241	5660	3176
2242	5663	3173
2243	5666	3171
2244	5668	3168
2245	5671	3166
2246	5673	3163
2247	5676	3161
2248	5678	3158
2249	5680	3156
2250	5683	3153
2251	5685	3150
2252	5688	3148
2253	5690	3145
2254	5692	3143
2255	5695	3140
2256	5697	3137
2257	5699	3134
2258	5702	3132
2259	5705	3130
2260	5708	3128
2261	5710	3125
2262	5713	3123
2263	5715	3120
2264	5717	3117
2265	5720	3114
2266	5722	3112
2267	5725	3110
2268	5727	3107
2269	5729	3104
2270	5732	3102
2271	5734	3099
2272	5736	3096
2273	5739	3094
2274	5741	3091
2275	5744	3089
2276	5746	3086
2277	5750	3084
2278	5752	3081
2279	5754	3079
2280	5756	3076
2281	5759	3074
2282	5761	3071
2283	5763	3068
2284	5766	3066
2285	5768	3063
2286	5771	3061
2287	5774	3058
2288	5776	3055
2289	5778	3053
2290	5781	3050
2291	5783	3048
2292	5785	3045
2293	5787	3042
2294	5789	3040
2295	5792	3037
2296	5795	3035
2297	5797	3032
2298	5799	3029
2299	5802	3027
2300	5804	3024
2301	5806	3022
2302	5809	3019
2303	5812	3017
2304	5814	3014
2305	5817	3012
2306	5819	3009
2307	5822	3007
2308	5825	3004
2309	5827	3002
2310	5830	2999
2311	5832	2996
2312	5835	2994
2313	5837	2992
2314	5840	2989
2315	5842	2987
2316	5845	2984
2317	5848	2982
2318	5850	2979
2319	5852	2976
2320	5855	2974
2321	5858	2972
2322	5861	2969
2323	5863	2967
2324	5866	2964
2325	5868	2961
2326	5870	2959
2327	5872	2956
2328	5875	2954
2329	5878	2951
2330	5880	2949
2331	5883	2946
2332	5885	2944
2333	5889	2941
2334	5891	2939
2335	5893	2936
2336	5896	2934
2337	5898	2931
2338	5901	2929
2339	5904	2926
2340	5906	2924
2341	5908	2921
2342	5910	2918
2343	5913	2916
2344	5915	2913
2345	5918	2911
2346	5920	2908
2347	5923	2906
2348	5926	2903
2349	5928	2901
2350	5930	2898
2351	5932	2895
2352	5935	2893
2353	5937	2890
2354	5939	2888
2355	5942	2885
2356	5944	2882
2357	5947	2880
2358	5949	2877
2359	5952	2875
2360	5954	2872
2361	5956	2869
2362	5958	2867
2363	5961	2864
2364	5963	2862
2365	5966	2859
2366	5968	2856
2367	5971	2854
2368	5973	2851
2369	5975	2849
2370	5978	2846
2371	5980	2844
2372	5983	2841
2373	5985	2839
2374	5988	2836
2375	5990	2833
2376	5993	2831
2377	5995	2828
2378	5997	2826
2379	6000	2823
2380	6003	2821
2381	6005	2818
2382	6008	2816
2383	6012	2814
2384	6014	2811
2385	6017	2809
2386	6019	2806
2387	6021	2804
2388	6024	2801
2389	6026	2799
2390	6029	2796
2391	6031	2793
2392	6034	2791
2393	6036	2788
2394	6039	2786
2395	6041	2783
2396	6044	2781
2397	6047	2778
2398	6049	2776
2399	6052	2774
2400	6054	2771
2401	6057	2768
2402	6059	2766
2403	6062	2763
2404	6064	2761
2405	6067	2758
2406	6069	2756
2407	6072	2753
2408	6074	2750
2409	6076	2748
2410	6079	2745
2411	6081	2743
2412	6083	2740
2413	6086	2738
2414	6089	2735
2415	6092	2733
2416	6093	2730
2417	6096	2728
2418	6099	2725
2419	6101	2722
2420	6103	2720
2421	6106	2717
2422	6108	2715
2423	6110	2712
2424	6112	2709
2425	6115	2707
2426	6118	2705
2427	6121	2702
2428	6123	2700
2429	6126	2697
2430	6128	2695
2431	6131	2692
2432	6133	2689
2433	6136	2687
2434	6138	2684
2435	6141	2682
2436	6143	2679
2437	6145	2676
2438	6147	2674
2439	6150	2671
2440	6152	2669
2441	6155	2666
2442	6157	2664
2443	6160	2661
2444	6163	2659
2445	6165	2656
2446	6168	2654
2447	6170	2651
2448	6173	2649
2449	6176	2646
2450	6178	2644
2451	6181	2641
2452	6183	2639
2453	6185	2636
2454	6188	2634
2455	6190	2631
2456	6193	2629
2457	6195	2626
2458	6198	2623
2459	6200	2621
2460	6203	2618
2461	6206	2616
2462	6209	2614
2463	6211	2611
2464	6213	2609
2465	6216	2606
2466	6218	2603
2467	6221	2601
2468	6223	2598
2469	6225	2596
2470	6227	2593
2471	6230	2590
2472	6232	2588
2473	6234	2585
2474	6237	2583
2475	6239	2580
2476	6241	2577
2477	6244	2575
2478	6246	2572
2479	6249	2570
2480	6252	2567
2481	6254	2565
2482	6256	2562
2483	6258	2559
2484	6260	2557
2485	6263	2554
2486	6265	2551
2487	6268	2549
2488	6270	2547
2489	6273	2544
2490	6275	2542
2491	6277	2539
2492	6280	2536
2493	6282	2534
2494	6285	2531
2495	6287	2529
2496	6290	2526
2497	6292	2524
2498	6294	2521
2499	6297	2518
2500	6299	2516
2501	6301	2513
2502	6304	2511
2503	6306	2508
2504	6309	2506
2505	6311	2503
2506	6313	2500
2507	6316	2498
2508	6319	2495
2509	6321	2493
2510	6323	2490
2511	6326	2488
2512	6329	2485
2513	6332	2483
2514	6334	2480
2515	6337	2478
2516	6339	2475
2517	6341	2473
2518	6343	2470
2519	6346	2467
2520	6348	2465
2521	6351	2462
2522	6353	2460
2523	6355	2457
2524	6358	2455
2525	6360	2452
2526	6363	2450
2527	6365	2447
2528	6367	2444
2529	6370	2442
2530	6373	2439
2531	6375	2437
2532	6378	2434
2533	6380	2432
2534	6383	2429
2535	6386	2427
2536	6388	2425
2537	6391	2422
2538	6393	2420
2539	6396	2417
2540	6398	2414
2541	6401	2412
2542	6404	2410
2543	6406	2407
2544	6408	2404
2545	6411	2402
2546	6413	2399
2547	6415	2397
2548	6417	2394
2549	6420	2391
2550	6422	2389
2551	6425	2386
2552	6427	2384
2553	6430	2381
2554	6432	2379
2555	6435	2376
2556	6438	2374
2557	6440	2371
2558	6442	2369
2559	6444	2366
2560	6447	2363
2561	6449	2361
2562	6451	2358
2563	6454	2356
2564	6456	2353
2565	6459	2351
2566	6461	2348
2567	6464	2346
2568	6466	2343
2569	6469	2341
2570	6472	2338
2571	6474	2336
2572	6477	2333
2573	6479	2330
2574	6482	2328
2575	6484	2325
2576	6486	2323
2577	6489	2321
2578	6492	2318
2579	6494	2315
2580	6496	2313
2581	6498	2310
2582	6501	2308
2583	6503	2305
2584	6505	2302
2585	6507	2300
2586	6510	2297
2587	6513	2295
2588	6515	2292
2589	6517	2290
2590	6520	2287
2591	6522	2284
2592	6524	2282
2593	6526	2279
2594	6529	2277
2595	6532	2274
2596	6534	2272
2597	6538	2269
2598	6540	2267
2599	6542	2264
2600	6545	2262
2601	6547	2259
2602	6549	2257
2603	6552	2254
2604	6555	2252
2605	6557	2249
2606	6560	2247
2607	6563	2244
2608	6565	2242
2609	6568	2239
2610	6570	2237
2611	6572	2234
2612	6575	2231
2613	6577	2229
2614	6579	2226
2615	6582	2224
2616	6584	2221
2617	6586	2219
2618	6588	2216
2619	6591	2213
2620	6593	2211
2621	6595	2208
2622	6597	2205
2623	6600	2203
2624	6602	2200
2625	6604	2198
2626	6607	2195
2627	6610	2193
2628	6613	2191
2629	6615	2188
2630	6618	2186
2631	6621	2183
2632	6623	2181
2633	6626	2178
2634	6628	2176
2635	6631	2173
2636	6634	2171
2637	6636	2168
2638	6639	2166
2639	6641	2163
2640	6643	2160
2641	6646	2158
2642	6649	2156
2643	6651	2153
2644	6654	2150
2645	6656	2148
2646	6658	2145
2647	6661	2143
2648	6663	2140
2649	6666	2138
2650	6668	2135
2651	6670	2133
2652	6673	2130
2653	6676	2128
2654	6678	2125
2655	6680	2122
2656	6682	2120
2657	6685	2117
2658	6688	2115
2659	6690	2112
2660	6693	2110
2661	6695	2107
2662	6698	2105
2663	6700	2102
2664	6703	2100
2665	6705	2097
2666	6708	2095
2667	6710	2092
2668	6713	2090
2669	6715	2087
2670	6718	2085
2671	6720	2082
2672	6723	2080
2673	6725	2077
2674	6727	2074
2675	6730	2072
2676	6733	2070
2677	6735	2067
2678	6738	2064
2679	6740	2062
2680	6743	2059
2681	6745	2057
2682	6747	2054
2683	6750	2052
2684	6752	2049
2685	6755	2047
2686	6757	2044
2687	6760	2042
2688	6763	2039
2689	6765	2037
2690	6768	2034
2691	6770	2032
2692	6772	2029
2693	6775	2027
2694	6778	2024
2695	6780	2022
2696	6782	2019
2697	6784	2016
2698	6785	2013
2699	6788	2011
2700	6790	2008
2701	6792	2006
2702	6795	2003
2703	6797	2001
2704	6800	1998
2705	6802	1996
2706	6805	1993
2707	6807	1991
2708	6810	1988
2709	6812	1986
2710	6815	1983
2711	6817	1980
2712	6819	1978
2713	6822	1975
2714	6825	1973
2715	6827	1970
2716	6830	1968
2717	6832	1965
2718	6834	1963
2719	6837	1960
2720	6839	1958
2721	6841	1955
2722	6844	1952
2723	6846	1950
2724	6849	1947
2725	6851	1945
2726	6853	1942
2727	6856	1940
2728	6858	1937
2729	6860	1935
2730	6863	1932
2731	6865	1930
2732	6868	1927
2733	6870	1924
2734	6872	1922
2735	6875	1919
2736	6877	1917
2737	6881	1915
2738	6883	1912
2739	6885	1909
2740	6888	1907
2741	6890	1904
2742	6892	1902
2743	6895	1899
2744	6897	1897
2745	6900	1894
2746	6903	1892
2747	6905	1889
2748	6907	1887
2749	6909	1884
2750	6912	1882
2751	6915	1879
2752	6918	1877
2753	6920	1874
2754	6923	1872
2755	6925	1869
2756	6927	1866
2757	6930	1864
2758	6932	1861
2759	6934	1859
2760	6937	1856
2761	6939	1854
2762	6942	1851
2763	6944	1849
2764	6947	1846
2765	6949	1844
2766	6952	1841
2767	6954	1839
2768	6957	1836
2769	6959	1834
2770	6962	1831
2771	6964	1829
2772	6967	1826
2773	6970	1824
2774	6972	1821
2775	6974	1819
2776	6977	1816
2777	6980	1814
2778	6982	1811
2779	6984	1809
2780	6987	1806
2781	6989	1803
2782	6992	1801
2783	6994	1798
2784	6997	1796
2785	6999	1793
2786	7002	1791
2787	7004	1788
2788	7006	1786
2789	7009	1783
2790	7011	1781
2791	7013	1778
2792	7016	1776
2793	7018	1773
2794	7020	1770
2795	7023	1768
2796	7025	1765
2797	7027	1763
2798	7030	1760
2799	7032	1758
2800	7035	1755
2801	7037	1753
2802	7040	1750
2803	7042	1748
2804	7044	1745
2805	7047	1743
2806	7050	1740
2807	7052	1738
2808	7054	1735
2809	7056	1732
2810	7059	1730
2811	7062	1728
2812	7065	1725
2813	7067	1723
2814	7070	1720
2815	7072	1717
2816	7075	1715
2817	7077	1712
2818	7080	1710
2819	7082	1707
2820	7085	1705
2821	7087	1702
2822	7090	1700
2823	7092	1697
2824	7095	1695
2825	7097	1692
2826	7100	1690
2827	7102	1687
2828	7104	1685
2829	7107	1682
2830	7109	1680
2831	7112	1677
2832	7114	1675
2833	7117	1672
2834	7119	1670
2835	7121	1667
2836	7124	1664
2837	7127	1662
2838	7129	1660
2839	7132	1657
2840	7134	1654
2841	7137	1652
2842	7139	1649
2843	7142	1647
2844	7144	1644
2845	7146	1642
2846	7148	1639
2847	7151	1637
2848	7154	1634
2849	7156	1632
2850	7158	1629
2851	7160	1626
2852	7163	1624
2853	7166	1622
2854	7169	1619
2855	7171	1617
2856	7173	1614
2857	7175	1611
2858	7178	1609
2859	7180	1606
2860	7183	1604
2861	7186	1601
2862	7188	1599
2863	7191	1596
2864	7193	1594
2865	7195	1591
2866	7197	1589
2867	7200	1586
2868	7203	1584
2869	7205	1581
2870	7207	1579
2871	7210	1576
2872	7213	1574
2873	7215	1571
2874	7218	1569
2875	7221	1566
2876	7223	1564
2877	7225	1561
2878	7228	1559
2879	7231	1556
2880	7233	1554
2881	7235	1551
2882	7237	1548
2883	7240	1546
2884	7242	1543
2885	7245	1541
2886	7247	1538
2887	7250	1536
2888	7252	1533
2889	7254	1531
2890	7257	1528
2891	7260	1526
2892	7262	1523
2893	7264	1521
2894	7267	1518
2895	7270	1516
2896	7272	1513
2897	7274	1511
2898	7277	1508
2899	7279	1506
2900	7282	1503
2901	7285	1501
2902	7287	1498
2903	7289	1496
2904	7291	1493
2905	7294	1491
2906	7296	1488
2907	7299	1485
2908	7301	1483
2909	7303	1480
2910	7305	1478
2911	7308	1475
2912	7310	1473
2913	7313	1470
2914	7315	1468
2915	7317	1465
2916	7320	1463
2917	7323	1460
2918	7325	1458
2919	7327	1455
2920	7330	1452
2921	7332	1450
2922	7335	1448
2923	7337	1445
2924	7340	1442
2925	7342	1440
2926	7344	1437
2927	7347	1435
2928	7349	1432
2929	7352	1430
2930	7354	1427
2931	7357	1425
2932	7359	1422
2933	7362	1420
2934	7364	1417
2935	7366	1415
2936	7369	1412
2937	7371	1410
2938	7373	1407
2939	7377	1405
2940	7380	1402
2941	7382	1400
2942	7384	1397
2943	7387	1395
2944	7390	1392
2945	7392	1390
2946	7395	1387
2947	7397	1385
2948	7399	1382
2949	7402	1380
2950	7404	1377
2951	7407	1375
2952	7409	1372
2953	7412	1370
2954	7414	1367
2955	7418	1365
2956	7420	1362
2957	7422	1360
2958	7425	1357
2959	7427	1355
2960	7430	1352
2961	7432	1350
2962	7434	1347
2963	7437	1344
2964	7439	1342
2965	7441	1339
2966	7444	1337
2967	7446	1334
2968	7449	1332
2969	7451	1329
2970	7454	1327
2971	7456	1324
2972	7459	1322
2973	7461	1319
2974	7464	1317
2975	7466	1314
2976	7469	1312
2977	7472	1309
2978	7474	1307
2979	7476	1304
2980	7479	1302
2981	7482	1299
2982	7484	1297
2983	7486	1294
2984	7489	1292
2985	7491	1289
2986	7494	1287
2987	7496	1284
2988	7499	1282
2989	7501	1279
2990	7503	1276
2991	7506	1274
2992	7509	1271
2993	7511	1269
2994	7513	1266
2995	7516	1264
2996	7518	1261
2997	7520	1259
2998	7523	1256
2999	7525	1254
3000	7528	1251
3001	7530	1249
3002	7532	1246
3003	7535	1244
3004	7538	1241
3005	7540	1239
3006	7542	1236
3007	7545	1234
3008	7547	1231
3009	7550	1229
3010	7552	1226
3011	7555	1224
3012	7557	1221
3013	7560	1219
3014	7562	1216
3015	7565	1214
3016	7567	1211
3017	7570	1209
3018	7572	1206
3019	7575	1204
3020	7577	1201
3021	7579	1198
3022	7582	1196
3023	7584	1193
3024	7586	1191
3025	7589	1188
3026	7591	1186
3027	7594	1183
3028	7596	1181
3029	7599	1178
3030	7601	1176
3031	7604	1173
3032	7606	1171
3033	7609	1168
3034	7612	1166
3035	7614	1163
3036	7616	1161
3037	7619	1158
3038	7621	1156
3039	7624	1153
3040	7626	1151
3041	7629	1148
3042	7631	1146
3043	7634	1143
3044	7636	1141
3045	7638	1138
3046	7641	1136
3047	7643	1133
3048	7645	1130
3049	7648	1128
3050	7650	1125
3051	7652	1123
3052	7654	1120
3053	7657	1118
3054	7659	1115
3055	7661	1113
3056	7664	1110
3057	7666	1108
3058	7669	1105
3059	7671	1103
3060	7674	1100
3061	7676	1098
3062	7679	1095
3063	7681	1093
3064	7683	1090
3065	7686	1088
3066	7688	1085
3067	7691	1082
3068	7693	1080
3069	7696	1078
3070	7698	1075
3071	7701	1072
3072	7703	1070
3073	7706	1067
3074	7708	1065
3075	7711	1062
3076	7713	1060
3077	7716	1057
3078	7718	1055
3079	7720	1052
3080	7723	1050
3081	7725	1047
3082	7728	1045
3083	7730	1042
3084	7733	1040
3085	7736	1037
3086	7738	1035
3087	7741	1032
3088	7744	1030
3089	7746	1027
3090	7749	1025
3091	7751	1022
3092	7753	1020
3093	7756	1017
3094	7759	1015
3095	7761	1012
3096	7764	1010
3097	7766	1007
3098	7769	1005
3099	7771	1002
3100	7774	1000
3101	7776	997
3102	7779	995
3103	7781	992
3104	7784	990
3105	7786	987
3106	7788	985
3107	7791	982
3108	7793	980
3109	7795	977
3110	7798	975
3111	7800	972
3112	7802	970
3113	7805	967
3114	7807	964
3115	7810	962
3116	7812	959
3117	7814	957
3118	7817	954
3119	7819	952
3120	7821	949
3121	7824	947
3122	7827	944
3123	7829	942
3124	7832	939
3125	7835	937
3126	7837	934
3127	7839	932
3128	7842	929
3129	7845	927
3130	7847	924
3131	7849	922
3132	7852	919
3133	7855	917
3134	7857	914
3135	7859	912
3136	7863	909
3137	7865	907
3138	7868	904
3139	7870	902
3140	7873	899
3141	7875	897
3142	7878	894
3143	7881	892
3144	7883	889
3145	7885	887
3146	7888	884
3147	7890	882
3148	7892	879
3149	7894	877
3150	7897	874
3151	7899	872
3152	7901	869
3153	7904	867
3154	7906	864
3155	7909	862
3156	7911	859
3157	7914	857
3158	7916	854
3159	7919	852
3160	7921	849
3161	7923	846
3162	7925	844
3163	7928	841
3164	7930	839
3165	7933	836
3166	7936	834
3167	7939	831
3168	7941	829
3169	7944	827
3170	7946	824
3171	7949	822
3172	7952	819
3173	7954	817
3174	7956	814
3175	7959	811
3176	7961	809
3177	7963	806
3178	7966	804
3179	7968	801
3180	7971	799
3181	7974	796
3182	7976	794
3183	7979	791
3184	7982	789
3185	7984	786
3186	7986	784
3187	7989	781
3188	7991	779
3189	7993	776
3190	7996	774
3191	7999	771
3192	8001	769
3193	8003	766
3194	8006	764
3195	8009	761
3196	8012	759
3197	8014	756
3198	8016	754
3199	8019	751
3200	8021	749
3201	8024	746
3202	8026	744
3203	8029	741
3204	8032	739
3205	8034	736
3206	8036	734
3207	8039	731
3208	8041	729
3209	8044	726
3210	8046	724
3211	8049	721
3212	8051	719
3213	8053	716
3214	8055	714
3215	8058	711
3216	8060	709
3217	8062	706
3218	8065	704
3219	8067	701
3220	8070	699
3221	8072	696
3222	8075	694
3223	8077	691
3224	8080	689
3225	8083	686
3226	8085	684
3227	8087	681
3228	8090	678
3229	8092	676
3230	8095	673
3231	8097	671
3232	8100	668
3233	8102	666
3234	8104	663
3235	8106	661
3236	8109	658
3237	8111	656
3238	8113	653
3239	8117	651
3240	8119	648
3241	8122	646
3242	8125	643
3243	8128	641
3244	8131	638
3245	8133	636
3246	8135	633
3247	8138	631
3248	8141	628
3249	8143	626
3250	8145	623
3251	8148	621
3252	8150	618
3253	8153	616
3254	8155	613
3255	8158	611
3256	8161	608
3257	8164	606
3258	8166	603
3259	8169	601
3260	8171	598
3261	8174	596
3262	8177	593
3263	8179	591
3264	8182	588
3265	8185	586
3266	8187	583
3267	8190	581
3268	8192	578
3269	8194	576
3270	8196	573
3271	8199	571
3272	8201	568
3273	8203	566
3274	8206	563
3275	8209	561
3276	8211	558
3277	8214	556
3278	8217	553
3279	8219	551
3280	8222	548
