iter	RMSE
182	0.06910484234
183	0.06899822252
184	0.06889138702
185	0.06878935025
186	0.06867344308
187	0.06858025132
188	0.06845818179
189	0.06836285066
190	0.06824577177
191	0.06813895432
192	0.0680301149
193	0.06790547181
194	0.06782036117
195	0.06774087068
196	0.06765205945
197	0.06753191003
198	0.06743457058
199	0.06733281039
200	0.06724965028
201	0.06717336371
202	0.06709482984
203	0.06700494341
204	0.06693345219
205	0.06686077397
206	0.06679190178
207	0.06672070321
208	0.06665181713
209	0.06656071135
210	0.06648427835
211	0.06636266405
212	0.06628656436
213	0.06622393251
214	0.06616967897
215	0.06611166476
216	0.066052443
217	0.06597269576
218	0.06591589545
219	0.06585389834
220	0.06580717415
221	0.06573751707
222	0.0656701682
223	0.06561502638
224	0.0655631821
225	0.06551173802
226	0.06546235826
227	0.06541610793
228	0.06537017245
229	0.06531298198
230	0.06525899279
231	0.06521434535
232	0.06515013738
233	0.06506544917
234	0.0649702317
235	0.06488051519
236	0.06482409385
237	0.06474831804
238	0.06470652364
239	0.06460613136
240	0.06455395241
241	0.0645051087
242	0.0644606273
243	0.06442046551
244	0.06436873361
245	0.06431790222
246	0.06426869578
247	0.06422606936
248	0.06418038775
249	0.06412438702
250	0.06407705643
251	0.0640308283
252	0.06393709135
253	0.0639017552
254	0.06384311179
255	0.06376621258
256	0.06373665564
257	0.06369594973
258	0.06364942557
259	0.06360679923
260	0.06354282603
261	0.06351135011
262	0.06347999475
263	0.06343354535
264	0.06339707609
265	0.06331885417
266	0.06328832507
267	0.063253567
268	0.06318171938
269	0.06314896581
270	0.06312037786
271	0.06307880604
272	0.06303740113
273	0.06299537492
274	0.06297088256
275	0.06293679971
276	0.06286687556
277	0.06280472616
278	0.06276731392
279	0.0627234744
280	0.06268413654
281	0.06264979663
282	0.06261614313
283	0.06259446675
284	0.06255174086
285	0.06253079842
286	0.06250791758
287	0.06247482214
288	0.06244880612
289	0.06241457796
290	0.06239078186
291	0.06235347932
292	0.06228701872
293	0.06225075942
294	0.06222704699
295	0.06215013371
296	0.06211430487
297	0.06209193777
298	0.06203347335
299	0.06199898504
300	0.06193885307
301	0.06192361958
302	0.06186548819
303	0.06185123477
304	0.06182638142
305	0.06179318744
306	0.06175605211
307	0.06172221516
308	0.0616710435
309	0.06163383239
310	0.06161787667
311	0.06158067223
312	0.06155060101
313	0.06150462357
314	0.06145910122
315	0.0614289757
316	0.0613970917
317	0.06135578281
318	0.06132712256
319	0.06128539727
320	0.06124539266
321	0.06122483957
322	0.06121001137
323	0.06118731236
324	0.0611514652
325	0.06111647548
326	0.06108839153
327	0.06105895783
328	0.06100440504
329	0.06098478576
330	0.06096905653
331	0.06092172534
332	0.06089105505
333	0.06087734701
334	0.06084309534
335	0.06082296796
336	0.06079687123
337	0.06077646046
338	0.06074612844
339	0.06072757654
340	0.06070414685
341	0.06068290538
342	0.06065483643
343	0.06063500082
344	0.06059700445
345	0.06057365003
346	0.06055992011
347	0.06052645417
348	0.0605087477
349	0.06046790844
350	0.06043004067
351	0.06040132845
352	0.06036425811
353	0.06034460178
354	0.06031548472
355	0.06028799744
356	0.06027294749
357	0.0602515667
358	0.06022871196
359	0.06019857443
360	0.06018200287
361	0.06016736313
362	0.06013823422
363	0.06011028142
364	0.06009278848
365	0.06004679355
366	0.06002155455
367	0.06000003159
368	0.05999051063
369	0.05997755952
370	0.05994132473
371	0.05990599211
372	0.05989330082
373	0.05987950263
374	0.05983175523
375	0.05980876522
376	0.05977943861
377	0.05976454556
378	0.05974743112
379	0.05969519565
380	0.05967790274
381	0.05964462472
382	0.05962822435
383	0.05961112881
384	0.0595660833
385	0.05954639635
386	0.05950446932
387	0.05947092656
388	0.05943731287
389	0.05942024068
390	0.05939969083
391	0.05936480266
392	0.0593493006
393	0.05932769674
394	0.05929631101
395	0.05927303654
396	0.05926259061
397	0.05922321272
398	0.05920401917
399	0.05918208233
400	0.05916783779
401	0.05914699369
402	0.05913239143
403	0.05910282614
404	0.05908988903
405	0.05907311902
406	0.05904330329
407	0.05903023492
408	0.05901466531
409	0.05897902091
410	0.05896043207
411	0.05894828416
412	0.05893619771
413	0.05890310912
414	0.05888176062
415	0.05887096187
416	0.05884937219
417	0.05882434414
418	0.05879309515
419	0.05876725282
420	0.05874554678
421	0.05872119129
422	0.05868202172
423	0.05866860915
424	0.05864002895
425	0.05862521286
426	0.05861040524
427	0.05859857755
428	0.05858384468
429	0.05856711028
430	0.0585442162
431	0.0585216518
432	0.05850948171
433	0.05849077912
434	0.05847527933
435	0.05845392344
436	0.05842358067
437	0.05840440589
438	0.05838585275
439	0.05837759036
440	0.0583664115
441	0.05833145488
442	0.05831264531
443	0.05827385759
444	0.05826110591
445	0.05824890789
446	0.05821947301
447	0.05818945901
448	0.05817948581
449	0.05816471869
450	0.05813583134
451	0.05811968559
452	0.05810799833
453	0.05807175903
454	0.05806218827
455	0.0580465471
456	0.0580311732
457	0.05801757899
458	0.05800190039
459	0.05798818832
460	0.05797400221
461	0.05795661477
462	0.05794328236
463	0.05793557245
464	0.05791684758
465	0.05790139843
466	0.05787242013
467	0.05785426283
468	0.05784504111
469	0.05781477403
470	0.05780495083
471	0.05778325216
472	0.05777250808
473	0.05776083405
474	0.05773340364
475	0.05771474526
476	0.05769796517
477	0.05765992112
478	0.05765021833
479	0.05763557369
480	0.05761682462
481	0.05759404527
482	0.05757151791
483	0.05754991105
484	0.05753992126
485	0.05752690674
486	0.05750955495
487	0.05749009433
488	0.05747679475
489	0.05746160895
490	0.05744976892
491	0.05741922028
492	0.05740356154
493	0.05736801458
494	0.0573430768
495	0.05732642912
496	0.05731403521
497	0.05730251769
498	0.05729228109
499	0.05728007816
500	0.05726907978
501	0.057259791
502	0.057245821
503	0.05723028643
504	0.0571970283
505	0.05717978086
506	0.05714573537
507	0.05711166792
508	0.05709700116
509	0.05706449007
510	0.05705436301
511	0.05702049921
512	0.05700884998
513	0.05698074727
514	0.05697056431
515	0.05693933084
516	0.05692965826
517	0.05691639347
518	0.05689616469
519	0.05686532767
520	0.05685803619
521	0.05682477508
522	0.05680122778
523	0.05678535814
524	0.05677510181
525	0.05676258581
526	0.05674937876
527	0.05674120844
528	0.05673202821
529	0.05671066955
530	0.0566805367
531	0.05666877937
532	0.05664190184
533	0.05661139254
534	0.05658555164
535	0.05656756953
536	0.0565519233
537	0.05653456723
538	0.05652501141
539	0.05649710805
540	0.05647351671
541	0.05645991928
542	0.05644330193
543	0.05641188667
544	0.05639670596
545	0.05638479708
546	0.05637403357
547	0.05636662368
548	0.05635394687
549	0.05632721269
550	0.05631715985
551	0.05630698636
552	0.05628542593
553	0.05626188499
554	0.05625053431
555	0.05623677582
556	0.05622309418
557	0.05620719361
558	0.05620092175
559	0.05618707143
560	0.05617557244
561	0.0561637139
562	0.05615671608
563	0.05613062561
564	0.05612562252
565	0.05610224931
566	0.05607367232
567	0.05606002636
568	0.05604718847
569	0.05603745682
570	0.05601894753
571	0.05600544205
572	0.05599044215
573	0.05596066978
574	0.05595030612
575	0.05592216193
576	0.05590832169
577	0.05590121766
578	0.05589000642
579	0.05587273123
580	0.055859795
581	0.05583128336
582	0.05582416658
583	0.05580869121
584	0.05579581104
585	0.05576800326
586	0.05576392102
587	0.05573932519
588	0.05572736296
589	0.05571727208
590	0.05570681165
591	0.05569661866
592	0.05568691871
593	0.05567744892
594	0.05567069018
595	0.05565957295
596	0.05565238968
597	0.05564486975
598	0.05563909888
599	0.05561299245
600	0.05560416994
601	0.05559298459
602	0.05558179463
603	0.05557309929
604	0.05555349229
605	0.0555481567
606	0.05552529751
607	0.05551641879
608	0.0555054281
609	0.05549440925
610	0.05548002399
611	0.05546931484
612	0.05545345925
613	0.05544752483
614	0.05542265363
615	0.05541696
616	0.05540796144
617	0.05539940841
618	0.05538942613
619	0.05538112838
620	0.05536959363
621	0.05535329895
622	0.05534562713
623	0.05533606594
624	0.05532652931
625	0.05531863586
626	0.05530609736
627	0.05528096028
628	0.05527291565
629	0.05525685451
630	0.05523889217
631	0.05521242674
632	0.05520836655
633	0.05519739884
634	0.05518966556
635	0.05517004282
636	0.0551620323
637	0.05514816887
638	0.05514046103
639	0.05512554347
640	0.05512054087
641	0.05511587113
642	0.05510388045
643	0.05509311152
644	0.05508366955
645	0.05506064253
646	0.0550498904
647	0.05502917532
648	0.05502381906
649	0.05501672025
650	0.05499861929
651	0.05499182677
652	0.05498470133
653	0.05497331337
654	0.05495776602
655	0.05494800298
656	0.05492701568
657	0.05492000504
658	0.05489956708
659	0.05489393402
660	0.05488663091
661	0.05487835001
662	0.05486569802
663	0.05485964981
664	0.05484830459
665	0.05484064923
666	0.05482950778
667	0.0548098635
668	0.05480250393
669	0.05479424179
670	0.05478814252
671	0.0547788254
672	0.05476878609
673	0.05475820387
674	0.05474874912
675	0.05474049644
676	0.05473615578
677	0.05472141657
678	0.05471484343
679	0.05470782872
680	0.05469855418
681	0.05469190101
682	0.05468556944
683	0.05467836884
684	0.0546539458
685	0.05464344688
686	0.05463589488
687	0.05463265432
688	0.05461309154
689	0.05459938475
690	0.05458480152
691	0.05457706992
692	0.05456462215
693	0.05455331386
694	0.0545321199
695	0.05452437597
696	0.0545184093
697	0.0545113718
698	0.05449075737
699	0.0544822682
700	0.05447463307
701	0.05446287113
702	0.05445343741
703	0.05444526189
704	0.05443296141
705	0.05442852446
706	0.05441289215
707	0.05440764027
708	0.05439010685
709	0.05438510619
710	0.05437389737
711	0.05436838191
712	0.05435615243
713	0.05434965321
714	0.05433147304
715	0.05432524182
716	0.05431407007
717	0.05430724597
718	0.05429910052
719	0.0542918764
720	0.05428572962
721	0.0542777123
722	0.05426756136
723	0.05426214642
724	0.054258198
725	0.0542518694
726	0.05424596684
727	0.0542387442
728	0.05422903457
729	0.05422312917
730	0.05420679034
731	0.05418825943
732	0.05417606062
733	0.05416964024
734	0.05416452038
735	0.05415089986
736	0.05414220845
737	0.05413631044
738	0.0541205978
739	0.05411220855
740	0.05410356756
741	0.05409958361
742	0.05409569695
743	0.05409252024
744	0.0540862521
745	0.05407950804
746	0.05405978093
747	0.05405094142
748	0.05404234099
749	0.05403374208
750	0.0540158354
751	0.05399921759
752	0.05398249489
753	0.05397820242
754	0.05397515314
755	0.05397000633
756	0.05395658268
757	0.05394659876
758	0.05393807905
759	0.0539320719
760	0.05392919707
761	0.05391709298
762	0.05391060577
763	0.05389745536
764	0.05389357309
765	0.05387715603
766	0.05387089938
767	0.05386280628
768	0.05385741449
769	0.05385047388
770	0.05384258205
771	0.05383323309
772	0.05382161989
773	0.05381017195
774	0.05379285761
775	0.05378920684
776	0.0537842944
777	0.05378069532
778	0.053770853
779	0.0537673299
780	0.05374912223
781	0.0537361596
782	0.05373217328
783	0.05371895138
784	0.05371437476
785	0.05370985227
786	0.05370173432
787	0.05369510111
788	0.05368500298
789	0.05368161123
790	0.05366730841
791	0.05366332636
792	0.05365200328
793	0.05364089042
794	0.0536231535
795	0.05360710125
796	0.05358975994
797	0.05357429286
798	0.05356963621
799	0.05356576111
800	0.05355631705
801	0.05355056553
802	0.05354609607
803	0.05353706895
804	0.05353232482
805	0.05352607126
806	0.05351796271
807	0.05351211125
808	0.05350345626
809	0.0534986594
810	0.05348878666
811	0.0534810602
812	0.05347221231
813	0.05346517556
814	0.05345610191
815	0.05344928787
816	0.05344455507
817	0.05343680417
818	0.05341643251
819	0.05339704313
820	0.05339238589
821	0.05338143968
822	0.05337727442
823	0.05335886592
824	0.05334724647
825	0.05334095482
826	0.05333458034
827	0.05332643646
828	0.05332043763
829	0.05331617516
830	0.05331239233
831	0.05330799437
832	0.05330445395
833	0.05329615749
834	0.0532917294
835	0.05328632829
836	0.05327845933
837	0.05327447209
838	0.05326939195
839	0.0532651472
840	0.05325906948
841	0.05325024178
842	0.05323743485
843	0.05323089871
844	0.05322345903
845	0.05321489663
846	0.05321059929
847	0.05320734356
848	0.05319895751
849	0.05319092324
850	0.05318742196
851	0.05317983378
852	0.0531769322
853	0.05317210913
854	0.05315935595
855	0.05315077351
856	0.05314462755
857	0.05314040591
858	0.05313513645
859	0.05313150174
860	0.05311613253
861	0.05310889443
862	0.05309150394
863	0.05308428784
864	0.0530768413
865	0.05307411862
866	0.05306658502
867	0.05305863096
868	0.05305338233
869	0.05304721656
870	0.05304332341
871	0.05303629244
872	0.05303407536
873	0.05302349254
874	0.05301940129
875	0.05301140011
876	0.05300640245
877	0.05300254976
878	0.05299317972
879	0.052990556
880	0.05297326952
881	0.05296963843
882	0.05296614359
883	0.05296170038
884	0.05295337689
885	0.05293937172
886	0.05293537901
887	0.05292582367
888	0.05292310384
889	0.05291981614
890	0.05291330931
891	0.05290992994
892	0.05290619126
893	0.05290256956
894	0.05288655747
895	0.05288016181
896	0.05286230943
897	0.05285656713
898	0.05285169421
899	0.05284462067
900	0.05283244873
901	0.05282580981
902	0.05281971598
903	0.05281472418
904	0.05280839639
905	0.0528037173
906	0.0527989475
907	0.05278717872
908	0.05278390844
909	0.05277647149
910	0.05276936115
911	0.05275689555
912	0.0527542563
913	0.05275117924
914	0.0527486895
915	0.05274417276
916	0.0527308569
917	0.0527270212
918	0.05272195017
919	0.05271541763
920	0.05270831657
921	0.05269509787
922	0.0526906789
923	0.05268720718
924	0.05268237783
925	0.05267559792
926	0.05266376108
927	0.05265661344
928	0.05264185733
929	0.05263893692
930	0.05263556255
931	0.0526258548
932	0.05261958694
933	0.05261557002
934	0.05260917525
935	0.05260000319
936	0.05259677295
937	0.05258987699
938	0.05258501055
939	0.05257562124
940	0.05256942565
941	0.05256647316
942	0.05256048314
943	0.0525445518
944	0.05254129823
945	0.05253757646
946	0.0525333092
947	0.05252791525
948	0.05251947181
949	0.05251586017
950	0.05251137421
951	0.05250238689
952	0.052499127
953	0.05249487284
954	0.05248828151
955	0.05248062074
956	0.05247518571
957	0.05246899945
958	0.05246365586
959	0.05245256924
960	0.05244848226
961	0.05244146448
962	0.05243614154
963	0.05243060765
964	0.0524160886
965	0.05241271864
966	0.05240924314
967	0.05240363685
968	0.05239829594
969	0.05239251207
970	0.05238721436
971	0.05238138204
972	0.05237923842
973	0.05236594503
974	0.05235351396
975	0.05234726755
976	0.05233876756
977	0.05232893427
978	0.05232660747
979	0.05231265756
980	0.05230825821
981	0.05230124403
982	0.05229550103
983	0.05228893902
984	0.05227450496
985	0.05226080007
986	0.05225606393
987	0.052247139
988	0.05224114819
989	0.05223461971
990	0.05222719407
991	0.05222368538
992	0.05222005436
993	0.05221705665
994	0.05221316741
995	0.05221162103
996	0.05220338625
997	0.05219782999
998	0.05219295536
999	0.05218910219
1000	0.05218653867
1001	0.05218318676
1002	0.05217671118
1003	0.05217287168
1004	0.05216411358
1005	0.05216009208
1006	0.0521544986
1007	0.05215162785
1008	0.05214621425
1009	0.05213176193
1010	0.0521290525
1011	0.05212408795
1012	0.05212025259
1013	0.05211685504
1014	0.05210562446
1015	0.05210050332
1016	0.05209862789
1017	0.05209255459
1018	0.05208036091
1019	0.05207729955
1020	0.05206707584
1021	0.05206023142
1022	0.05205776114
1023	0.05205355959
1024	0.05204985149
1025	0.05204615317
1026	0.05204382909
1027	0.05203328245
1028	0.05202971071
1029	0.05202418257
1030	0.05202127958
1031	0.05201916008
1032	0.05201362621
1033	0.05201099342
1034	0.05200225171
1035	0.05199703315
1036	0.05199327693
1037	0.0519802731
1038	0.05197710156
1039	0.05197291199
1040	0.05196950085
1041	0.05196007121
1042	0.05195622855
1043	0.05195163031
1044	0.05194661501
1045	0.05194323351
1046	0.05193657725
1047	0.05192849946
1048	0.051917632
1049	0.05191526509
1050	0.05190775007
1051	0.05190355534
1052	0.05190023867
1053	0.05189373465
1054	0.05188630012
1055	0.0518804813
1056	0.05187664249
1057	0.05187221111
1058	0.05186832204
1059	0.05186562616
1060	0.05186438981
1061	0.05185820907
1062	0.0518534951
1063	0.05185050311
1064	0.05184450438
1065	0.05184120384
1066	0.05183488522
1067	0.05182983497
1068	0.05182441257
1069	0.05181780497
1070	0.05181336796
1071	0.05180821763
1072	0.05180418945
1073	0.05179913353
1074	0.05179473229
1075	0.05179168093
1076	0.0517867527
1077	0.05178027396
1078	0.05177479726
1079	0.0517710476
1080	0.05176180888
1081	0.05175992849
1082	0.05175706058
1083	0.05174727846
1084	0.05174033661
1085	0.0517335392
1086	0.05172479024
1087	0.05172228812
1088	0.05171650891
1089	0.05170765529
1090	0.05170113405
1091	0.05169492489
1092	0.05168695544
1093	0.0516821614
1094	0.05167538251
1095	0.05167087288
1096	0.05166701102
1097	0.05166283258
1098	0.05165988166
1099	0.05165782273
1100	0.0516552725
1101	0.05165234134
1102	0.05164747876
1103	0.05164303758
1104	0.05163843412
1105	0.05163061036
1106	0.05162506297
1107	0.05161602332
1108	0.05160918627
1109	0.05160466906
1110	0.05160190898
1111	0.05159927008
1112	0.05159061534
1113	0.05158118117
1114	0.05157724894
1115	0.05157612087
1116	0.05157057526
1117	0.05156751405
1118	0.05156398087
1119	0.05155875125
1120	0.05155580214
1121	0.05154777014
1122	0.05153925217
1123	0.05153376081
1124	0.05152718723
1125	0.05152548653
1126	0.05151926817
1127	0.05151283879
1128	0.05150657434
1129	0.05150248958
1130	0.05149829795
1131	0.05149487131
1132	0.05149072029
1133	0.05148852734
1134	0.0514836066
1135	0.05147541706
1136	0.05146931502
1137	0.05146628377
1138	0.05146240775
1139	0.0514519521
1140	0.05144511781
1141	0.05144214452
1142	0.05143702879
1143	0.0514336307
1144	0.05142805246
1145	0.05142483308
1146	0.05142090075
1147	0.05141633743
1148	0.05141194001
1149	0.05140656527
1150	0.05140379529
1151	0.05139991209
1152	0.05139405983
1153	0.05138943768
1154	0.05138674774
1155	0.05138213436
1156	0.05137222524
1157	0.05136735541
1158	0.05136168396
1159	0.05135526708
1160	0.05135134323
1161	0.05134901994
1162	0.05134047562
1163	0.05133377353
1164	0.05132933389
1165	0.05132631661
1166	0.05132319414
1167	0.05131851511
1168	0.05131098969
1169	0.05130885143
1170	0.05130549406
1171	0.05130103186
1172	0.0512952921
1173	0.05129184483
1174	0.0512878229
1175	0.05128423312
1176	0.05127893151
1177	0.05127668671
1178	0.05127095051
1179	0.05126659771
1180	0.05126242961
1181	0.05125875423
1182	0.0512550636
1183	0.05125282337
1184	0.05124567899
1185	0.05124451955
1186	0.05123984299
1187	0.05123662386
1188	0.05123106136
1189	0.05122687802
1190	0.05121814726
1191	0.05121538704
1192	0.05121119772
1193	0.05120857972
1194	0.05120413634
1195	0.05120317615
1196	0.05119481735
1197	0.05119103727
1198	0.05118715427
1199	0.05118080476
1200	0.05117861477
1201	0.05117382629
1202	0.05116626439
1203	0.05116377056
1204	0.05115876827
1205	0.05115572181
1206	0.05114955307
1207	0.05114481264
1208	0.05113886139
1209	0.05113433577
1210	0.05113198152
1211	0.05112782386
1212	0.0511208924
1213	0.0511187611
1214	0.05111657324
1215	0.05111374065
1216	0.05110901407
1217	0.05110296754
1218	0.05110067131
1219	0.05109701099
1220	0.05109311698
1221	0.05108821318
1222	0.05108489912
1223	0.05107963631
1224	0.05107758932
1225	0.05107308163
1226	0.05107007336
1227	0.05106804249
1228	0.05106387964
1229	0.05106138162
1230	0.05105809451
1231	0.05105287322
1232	0.05104509889
1233	0.05104310149
1234	0.05103754084
1235	0.05103166063
1236	0.05102870548
1237	0.05102491083
1238	0.05101426337
1239	0.05101022876
1240	0.05100675042
1241	0.05099898819
1242	0.05099368673
1243	0.05098823264
1244	0.05098289662
1245	0.05097338313
1246	0.05096898268
1247	0.05096392648
1248	0.05096287488
1249	0.05095995196
1250	0.05095401157
1251	0.05094758479
1252	0.05094561725
1253	0.05094054038
1254	0.05093801363
1255	0.05093390204
1256	0.05093145466
1257	0.05092835051
1258	0.05092334056
1259	0.05092132421
1260	0.05091771651
1261	0.05091473652
1262	0.05090704585
1263	0.0509044323
1264	0.05090125538
1265	0.05089379828
1266	0.05089102485
1267	0.05088944949
1268	0.05088698568
1269	0.05088446835
1270	0.05088376553
1271	0.05087934478
1272	0.05087459193
1273	0.05087006417
1274	0.05086694164
1275	0.05085721585
1276	0.0508546067
1277	0.05085309785
1278	0.05084832819
1279	0.05084489009
1280	0.05084071408
1281	0.05083522082
1282	0.05083185877
1283	0.05082891563
1284	0.05082363977
1285	0.05081478102
1286	0.05080971971
1287	0.05080698529
1288	0.0508025634
1289	0.05080005138
1290	0.05079657943
1291	0.05079307662
1292	0.05078998258
1293	0.05078447862
1294	0.05077870771
1295	0.05077681402
1296	0.05077107897
1297	0.05076636969
1298	0.0507609946
1299	0.05075453834
1300	0.05075162794
1301	0.05074936327
1302	0.05073989054
1303	0.05073286833
1304	0.0507311341
1305	0.05072645248
1306	0.05072221205
1307	0.05071997439
1308	0.05071614006
1309	0.05071277186
1310	0.05070934776
1311	0.05070782029
1312	0.05070209556
1313	0.05069736592
1314	0.05069506646
1315	0.0506919798
1316	0.05068939093
1317	0.05068701313
1318	0.05068606367
1319	0.05068341272
1320	0.05067936631
1321	0.050674833
1322	0.0506720356
1323	0.05066867252
1324	0.05066269941
1325	0.05065978478
1326	0.05065567036
1327	0.05065505598
1328	0.05065227203
1329	0.05065168109
1330	0.05064858484
1331	0.050646708
1332	0.05064171285
1333	0.05063952915
1334	0.05063504078
1335	0.05063235977
1336	0.05062541141
1337	0.05062164602
1338	0.05061731185
1339	0.0506145033
1340	0.05061249005
1341	0.05060901992
1342	0.05060642924
1343	0.05060462717
1344	0.0506001905
1345	0.05059723659
1346	0.05059426378
1347	0.05059013621
1348	0.05058569379
1349	0.05057914384
1350	0.05057620236
1351	0.05057325675
1352	0.0505693156
1353	0.0505664965
1354	0.05056410456
1355	0.05056212744
1356	0.05055856645
1357	0.05055179851
1358	0.0505481359
1359	0.05054477861
1360	0.05053926389
1361	0.05053580828
1362	0.05052903717
1363	0.05052630217
1364	0.05051961626
1365	0.05051550499
1366	0.05051256868
1367	0.05050975631
1368	0.05050816006
1369	0.05050562249
1370	0.05050161876
1371	0.0504994577
1372	0.05049813368
1373	0.05049425791
1374	0.05049027575
1375	0.05048434565
1376	0.05048043863
1377	0.05047994001
1378	0.05047811284
1379	0.05047544491
1380	0.05047226781
1381	0.05046954638
1382	0.05046669138
1383	0.05046177202
1384	0.05045722403
1385	0.05045296661
1386	0.05044694517
1387	0.05044493491
1388	0.05044216916
1389	0.05043891701
1390	0.05043632083
1391	0.05043366667
1392	0.05043104586
1393	0.0504287154
1394	0.05042474498
1395	0.05042100969
1396	0.05041590073
1397	0.05041162264
1398	0.05040964247
1399	0.05040534519
1400	0.05040172571
1401	0.05039501915
1402	0.05039447947
1403	0.05039139555
1404	0.05038809681
1405	0.05038630887
1406	0.05038159047
1407	0.05037887137
1408	0.05037524074
1409	0.0503688562
1410	0.05036524241
1411	0.05036140931
1412	0.05035878343
1413	0.05035535327
1414	0.05035297673
1415	0.05035050465
1416	0.05034863287
1417	0.05034610355
1418	0.05034415677
1419	0.05034046014
1420	0.05033764745
1421	0.05033361634
1422	0.05032632853
1423	0.05032379102
1424	0.05031925027
1425	0.05031679443
1426	0.05031441672
1427	0.05031336087
1428	0.05030973845
1429	0.05030505585
1430	0.05030178123
1431	0.05029371319
1432	0.05028932243
1433	0.05028157604
1434	0.05027841151
1435	0.05027372785
1436	0.05027181993
1437	0.05026856273
1438	0.05026433813
1439	0.05026176338
1440	0.05025879899
1441	0.05025298014
1442	0.05025093607
1443	0.05024948231
1444	0.05024670823
1445	0.05024100114
1446	0.05023920597
1447	0.05023651665
1448	0.05023596773
1449	0.05023231016
1450	0.0502305626
1451	0.05022604612
1452	0.05022308532
1453	0.05022018827
1454	0.05021752967
1455	0.05021250549
1456	0.05020973872
1457	0.05020784113
1458	0.0502065195
1459	0.05020080357
1460	0.05019716085
1461	0.05019469302
1462	0.05019215887
1463	0.05018985915
1464	0.05018619467
1465	0.05018137013
1466	0.05017539152
1467	0.05017254715
1468	0.05016997124
1469	0.05016782913
1470	0.05016551426
1471	0.0501582596
1472	0.05015588036
1473	0.0501518387
1474	0.05014956263
1475	0.05014724012
1476	0.05014419367
1477	0.05014175004
1478	0.05013957088
1479	0.05013634598
1480	0.05013258825
1481	0.0501279516
1482	0.05012212102
1483	0.05011974984
1484	0.05011551524
1485	0.05011168351
1486	0.05010952546
1487	0.05010738233
1488	0.05010157295
1489	0.0500976931
1490	0.05009409447
1491	0.0500919473
1492	0.05008930637
1493	0.05008526822
1494	0.05008227612
1495	0.05007958968
1496	0.05007745576
1497	0.05007509982
1498	0.05007233177
1499	0.05007034537
1500	0.0500666586
